Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,Core i7-3635QM,498,62.2,2802,https://cpu.userbenchmark.com/SpeedTest/2465/IntelR-CoreTM-i7-3635QM-CPU---240GHz
CPU,,Intel,Core i5-8365U,499,62.1,6289,https://cpu.userbenchmark.com/SpeedTest/774761/IntelR-CoreTM-i5-8365U-CPU---160GHz
CPU,,AMD,Phenom II X4 B65,500,62.1,221,https://cpu.userbenchmark.com/SpeedTest/6054/AMD-Phenomtm-II-X4-B65-Processor
CPU,BX80677G4560,Intel,Pentium G4560,501,62.1,73109,https://cpu.userbenchmark.com/Intel-Pentium-G4560/Rating/3892
CPU,,AMD,Phenom II X6 1090T,502,62.1,24060,https://cpu.userbenchmark.com/SpeedTest/417/AMD-Phenomtm-II-X6-1090T-Processor
CPU,FD832EWMHKBOX,AMD,FX-8320E,503,62.1,28217,https://cpu.userbenchmark.com/AMD-FX-8320E/Rating/2985
CPU,,Intel,Core i7-8650U,504,62,38178,https://cpu.userbenchmark.com/SpeedTest/353957/IntelR-CoreTM-i7-8650U-CPU---190GHz
CPU,,Intel,Core i7-4702HQ,505,62,3411,https://cpu.userbenchmark.com/SpeedTest/297/IntelR-CoreTM-i7-4702HQ-CPU---220GHz
CPU,,Intel,Core i3-6098P,506,62,5443,https://cpu.userbenchmark.com/SpeedTest/80177/IntelR-CoreTM-i3-6098P-CPU---360GHz
CPU,,Intel,Core i7-2920XM,507,62,888,https://cpu.userbenchmark.com/SpeedTest/459/IntelR-CoreTM-i7-2920XM-CPU---250GHz
CPU,BX80646I34150,Intel,Core i3-4150,508,61.9,37910,https://cpu.userbenchmark.com/Intel-Core-i3-4150/Rating/2309
CPU,,Intel,Core i7-3612QM,509,61.9,11649,https://cpu.userbenchmark.com/SpeedTest/329/IntelR-CoreTM-i7-3612QM-CPU---210GHz
CPU,FD837EWMHKBOX,AMD,FX-8370E,510,61.9,5475,https://cpu.userbenchmark.com/AMD-FX-8370E/Rating/2984
CPU,,Intel,Core i5-1035G1,511,61.6,48095,https://cpu.userbenchmark.com/SpeedTest/895407/IntelR-CoreTM-i5-1035G1-CPU---100GHz
CPU,,Intel,Core i7-2760QM,512,61.6,10254,https://cpu.userbenchmark.com/SpeedTest/949/IntelR-CoreTM-i7-2760QM-CPU---240GHz
CPU,,Intel,Core i7-8550U,513,61.5,180752,https://cpu.userbenchmark.com/SpeedTest/320742/IntelR-CoreTM-i7-8550U-CPU---180GHz
CPU,,AMD,Phenom II X4 975,514,61.5,1319,https://cpu.userbenchmark.com/SpeedTest/3020/AMD-Phenomtm-II-X4-975-Processor
CPU,,Intel,Xeon X3430,515,61.4,3554,https://cpu.userbenchmark.com/SpeedTest/5225/IntelR-XeonR-CPU-----------X3430----240GHz
CPU,,Intel,Core i3-1115G4,516,61.3,7997,https://cpu.userbenchmark.com/SpeedTest/1333512/11th-Gen-IntelR-CoreTM-i3-1115G4---300GHz
CPU,,Intel,Core i7-2860QM,517,61.3,4078,https://cpu.userbenchmark.com/SpeedTest/103/IntelR-CoreTM-i7-2860QM-CPU---250GHz
CPU,FD4350FRHKBOX,AMD,FX-4350,518,61.3,11791,https://cpu.userbenchmark.com/AMD-FX-4350/Rating/2880
CPU,FD6300WMHKBOX,AMD,FX-6300,519,61.2,254141,https://cpu.userbenchmark.com/AMD-FX-6300/Rating/1555
CPU,,AMD,Athlon II X4 555,520,61.2,115,https://cpu.userbenchmark.com/SpeedTest/12528/AMD-Athlontm-II-X4-555-Processor
CPU,,Intel,Core i7-4712HQ,521,61.2,5165,https://cpu.userbenchmark.com/SpeedTest/10973/IntelR-CoreTM-i7-4712HQ-CPU---230GHz
CPU,CM8068403377713,Intel,Pentium G5500T,522,61.2,51,https://cpu.userbenchmark.com/SpeedTest/519437/IntelR-PentiumR-Gold-G5500T-CPU---320GHz
CPU,,Intel,Core i5-7260U,523,61.2,2560,https://cpu.userbenchmark.com/SpeedTest/269906/IntelR-CoreTM-i5-7260U-CPU---220GHz
CPU,BX80646I34130,Intel,Core i3-4130,524,61.1,49577,https://cpu.userbenchmark.com/Intel-Core-i3-4130/Rating/1621
CPU,,Intel,Core2 Extreme X9770,525,61,497,https://cpu.userbenchmark.com/SpeedTest/10543/IntelR-CoreTM2-Extreme-CPU-X9770----320GHz
CPU,,AMD,FX-6200 Six-Core,526,60.9,5431,https://cpu.userbenchmark.com/SpeedTest/2658/AMD-FXtm-6200-Six-Core-Processor
CPU,,Intel,Xeon E5-2620 v2,527,60.9,2418,https://cpu.userbenchmark.com/SpeedTest/4718/IntelR-XeonR-CPU-E5-2620-v2---210GHz
CPU,BX80677I37100T,Intel,Core i3-7100T,528,60.7,2752,https://cpu.userbenchmark.com/SpeedTest/230301/IntelR-CoreTM-i3-7100T-CPU---340GHz
CPU,,Intel,Xeon E5-1603 0,529,60.7,3032,https://cpu.userbenchmark.com/SpeedTest/9880/IntelR-XeonR-CPU-E5-1603-0---280GHz
CPU,,Intel,Core i5-4570T,530,60.7,5729,https://cpu.userbenchmark.com/SpeedTest/6853/IntelR-CoreTM-i5-4570T-CPU---290GHz
CPU,,Intel,Xeon E5530,531,60.6,628,https://cpu.userbenchmark.com/SpeedTest/4018/IntelR-XeonR-CPU-----------E5530----240GHz
CPU,,Intel,Core i3-2125,532,60.5,614,https://cpu.userbenchmark.com/SpeedTest/3545/IntelR-CoreTM-i3-2125-CPU---330GHz
CPU,,AMD,Phenom II X4 970,533,60.3,2397,https://cpu.userbenchmark.com/SpeedTest/2231/AMD-Phenomtm-II-X4-970-Processor
CPU,,Intel,Core i7-5557U,534,60.1,1496,https://cpu.userbenchmark.com/SpeedTest/27386/IntelR-CoreTM-i7-5557U-CPU---310GHz
CPU,,AMD,Phenom II X6 1075T,535,60,4224,https://cpu.userbenchmark.com/SpeedTest/913/AMD-Phenomtm-II-X6-1075T-Processor
CPU,,Intel,Core i3-3250,536,60,3824,https://cpu.userbenchmark.com/SpeedTest/4950/IntelR-CoreTM-i3-3250-CPU---350GHz
CPU,,Intel,Core i7-4610M,537,60,4284,https://cpu.userbenchmark.com/SpeedTest/11649/IntelR-CoreTM-i7-4610M-CPU---300GHz
CPU,,Intel,Core i7-2820QM,538,59.9,5367,https://cpu.userbenchmark.com/SpeedTest/3145/IntelR-CoreTM-i7-2820QM-CPU---230GHz
CPU,,AMD,Phenom II X4 B60,539,59.9,1356,https://cpu.userbenchmark.com/SpeedTest/8154/AMD-Phenomtm-II-X4-B60-Processor
CPU,,Intel,Core i7 X 940,540,59.8,565,https://cpu.userbenchmark.com/SpeedTest/2801/IntelR-CoreTM-i7-CPU-------X-940----213GHz
CPU,,Intel,Core i3-3240,541,59.7,34116,https://cpu.userbenchmark.com/SpeedTest/2133/IntelR-CoreTM-i3-3240-CPU---340GHz
CPU,CM8067703016117,Intel,Pentium G4560T,542,59.7,420,https://cpu.userbenchmark.com/SpeedTest/467086/IntelR-PentiumR-CPU-G4560T---290GHz
CPU,,AMD,Ryzen 7 3750H,543,59.7,41301,https://cpu.userbenchmark.com/SpeedTest/786211/AMD-Ryzen-7-3750H-with-Radeon-Vega-Mobile-Gfx
CPU,BX80662G4520,Intel,Pentium G4520,544,59.6,360,https://cpu.userbenchmark.com/Intel-Pentium-G4520/Rating/3537
CPU,BX80662I36100T,Intel,Core i3-6100T,545,59.6,5541,https://cpu.userbenchmark.com/SpeedTest/40317/IntelR-CoreTM-i3-6100T-CPU---320GHz
CPU,BX80637I33225,Intel,Core i3-3225,546,59.5,3137,https://cpu.userbenchmark.com/Intel-Core-i3-3225/Rating/1488
CPU,,Intel,Core i7-2670QM,547,59.5,49001,https://cpu.userbenchmark.com/Intel-Core-i7-2670QM/Rating/1982
CPU,,Intel,Xeon E5620,548,59.4,3166,https://cpu.userbenchmark.com/SpeedTest/6971/IntelR-XeonR-CPU-----------E5620----240GHz
CPU,HDZ965FBGMBOX,AMD,Phenom II X4 965,549,59.4,43061,https://cpu.userbenchmark.com/AMD-Phenom-II-X4-965/Rating/606
CPU,,AMD,FX-8120,550,59.4,22866,https://cpu.userbenchmark.com/SpeedTest/173/AMD-FXtm-8120-Eight-Core-Processor
CPU,,Intel,Core i3-2130,551,59.3,7806,https://cpu.userbenchmark.com/SpeedTest/424/IntelR-CoreTM-i3-2130-CPU---340GHz
CPU,FD4300WMHKBOX,AMD,FX-4300,552,59.3,54881,https://cpu.userbenchmark.com/AMD-FX-4300/Rating/2879
CPU,,Intel,Xeon E5-2630 0,553,59.3,1722,https://cpu.userbenchmark.com/SpeedTest/6512/IntelR-XeonR-CPU-E5-2630-0---230GHz
CPU,,Intel,Pentium G3470,554,59.2,128,https://cpu.userbenchmark.com/SpeedTest/28614/IntelR-PentiumR-CPU-G3470---360GHz
CPU,,Intel,Core i3-2120,555,59.1,71949,https://cpu.userbenchmark.com/SpeedTest/2227/IntelR-CoreTM-i3-2120-CPU---330GHz
CPU,FF8062700837005,Intel,Core i7-2630QM,556,59.1,40278,https://cpu.userbenchmark.com/Intel-Core-i7-2630QM/Rating/2729
CPU,YD240GC6FBBOX,AMD,Athlon 240GE,557,59.1,454,https://cpu.userbenchmark.com/SpeedTest/705151/AMD-Athlon-240GE-with-Radeon-Vega-Graphics
CPU,,Intel,Xeon X5470,558,59.1,1459,https://cpu.userbenchmark.com/SpeedTest/14102/IntelR-XeonR-CPU-----------X5470----333GHz
CPU,,Intel,Core i5-1035G4,559,59.1,11835,https://cpu.userbenchmark.com/SpeedTest/921077/IntelR-CoreTM-i5-1035G4-CPU---110GHz
CPU,,Intel,Xeon L5520,560,58.9,172,https://cpu.userbenchmark.com/SpeedTest/6285/IntelR-XeonR-CPU-----------L5520----227GHz
CPU,,Intel,Core i7-7500U,561,58.9,143030,https://cpu.userbenchmark.com/SpeedTest/171274/IntelR-CoreTM-i7-7500U-CPU---270GHz
CPU,,Intel,Xeon E5520,562,58.9,1333,https://cpu.userbenchmark.com/SpeedTest/5884/IntelR-XeonR-CPU-----------E5520----227GHz
CPU,,Intel,Core i3-10110U,563,58.8,9610,https://cpu.userbenchmark.com/SpeedTest/915083/IntelR-CoreTM-i3-10110U-CPU---210GHz
CPU,,Intel,Core i3-2105,564,58.8,1024,https://cpu.userbenchmark.com/SpeedTest/2747/IntelR-CoreTM-i3-2105-CPU---310GHz
CPU,,Intel,Core i7-2720QM,565,58.7,7782,https://cpu.userbenchmark.com/SpeedTest/532/IntelR-CoreTM-i7-2720QM-CPU---220GHz
CPU,,Intel,Core i3-3220,566,58.6,66739,https://cpu.userbenchmark.com/SpeedTest/272/IntelR-CoreTM-i3-3220-CPU---330GHz
CPU,,Intel,Core i3-7167U,567,58.6,37,https://cpu.userbenchmark.com/SpeedTest/357115/IntelR-CoreTM-i3-7167U-CPU---280GHz
CPU,,AMD,FX-4170 Quad-Core,568,58.6,4147,https://cpu.userbenchmark.com/SpeedTest/114/AMD-FXtm-4170-Quad-Core-Processor
CPU,,Intel,Xeon E5-2620 0,569,58.5,3350,https://cpu.userbenchmark.com/SpeedTest/5895/IntelR-XeonR-CPU-E5-2620-0---200GHz
CPU,,Intel,Core i5-1035G7,570,58.5,4302,https://cpu.userbenchmark.com/SpeedTest/920409/IntelR-CoreTM-i5-1035G7-CPU---120GHz
CPU,FJ8067703282227,Intel,Core i3-8130U,571,58.5,26641,https://cpu.userbenchmark.com/SpeedTest/468020/IntelR-CoreTM-i3-8130U-CPU---220GHz
CPU,HDT55TFBGRBOX,AMD,Phenom II X6 1055T,572,58.5,22844,https://cpu.userbenchmark.com/AMD-Phenom-II-X6-1055T/Rating/2003
CPU,YD3000C6FHBOX,AMD,Athlon 3000G,573,58.4,9756,https://cpu.userbenchmark.com/SpeedTest/968952/AMD-Athlon-3000G-with-Radeon-Vega-Graphics
CPU,,Intel,Core i7-7600U,574,58.4,12190,https://cpu.userbenchmark.com/SpeedTest/220838/IntelR-CoreTM-i7-7600U-CPU---280GHz
CPU,,Intel,Core i3-3210,575,58.4,6994,https://cpu.userbenchmark.com/SpeedTest/3090/IntelR-CoreTM-i3-3210-CPU---320GHz
CPU,,Intel,Core i7-5550U,576,58.3,100,https://cpu.userbenchmark.com/SpeedTest/203876/IntelR-CoreTM-i7-5550U-CPU---200GHz
CPU,,AMD,Ryzen 5 3550H,577,58.3,53763,https://cpu.userbenchmark.com/SpeedTest/718601/AMD-Ryzen-5-3550H-with-Radeon-Vega-Mobile-Gfx
CPU,,Intel,Core i3-1005G1,578,58.3,23131,https://cpu.userbenchmark.com/SpeedTest/906918/IntelR-CoreTM-i3-1005G1-CPU---120GHz
CPU,,Intel,Core i5-4200H,579,58,11477,https://cpu.userbenchmark.com/SpeedTest/8854/IntelR-CoreTM-i5-4200H-CPU---280GHz
CPU,,Intel,Pentium G3460,580,58,1123,https://cpu.userbenchmark.com/Intel-Pentium-G3460/Rating/2818
CPU,HDZ955FBGMBOX,AMD,Phenom II X4 955,581,57.9,42204,https://cpu.userbenchmark.com/AMD-Phenom-II-X4-955/Rating/2935
CPU,,Intel,Core i7-2675QM,582,57.8,1012,https://cpu.userbenchmark.com/SpeedTest/597/IntelR-CoreTM-i7-2675QM-CPU---220GHz
CPU,FD6100WMGUSBX,AMD,FX-6100,583,57.8,39075,https://cpu.userbenchmark.com/AMD-FX-6100/Rating/1984
CPU,YD220GC6FBBOX,AMD,Athlon 220GE,584,57.8,548,https://cpu.userbenchmark.com/SpeedTest/700311/AMD-Athlon-220GE-with-Radeon-Vega-Graphics
CPU,,AMD,Phenom II X4 960T,585,57.7,4223,https://cpu.userbenchmark.com/SpeedTest/1813/AMD-Phenomtm-II-X4-960T-Processor
CPU,,Intel,Core i7-3540M,586,57.6,6156,https://cpu.userbenchmark.com/SpeedTest/921/IntelR-CoreTM-i7-3540M-CPU---300GHz
CPU,,Intel,Core i5-7200U,587,57.6,212369,https://cpu.userbenchmark.com/SpeedTest/153577/IntelR-CoreTM-i5-7200U-CPU---250GHz
CPU,,Intel,Core i3-2100,588,57.5,59203,https://cpu.userbenchmark.com/SpeedTest/41/IntelR-CoreTM-i3-2100-CPU---310GHz
CPU,,Intel,Core X 920,589,57.5,74,https://cpu.userbenchmark.com/SpeedTest/7179/IntelR-CoreTM-CPU----------X-920----200GHz
CPU,,Intel,Core i7-4558U,590,57.5,791,https://cpu.userbenchmark.com/SpeedTest/4092/IntelR-CoreTM-i7-4558U-CPU---280GHz
CPU,,AMD,FX-6120 Six-Core,591,57.5,1673,https://cpu.userbenchmark.com/SpeedTest/7026/AMD-FXtm-6120-Six-Core-Processor
CPU,,AMD,Phenom II X4 20,592,57.5,708,https://cpu.userbenchmark.com/SpeedTest/4534/AMD-Phenomtm-II-X4-20-Processor
CPU,,Intel,Core i3-8145U,593,57.5,13824,https://cpu.userbenchmark.com/SpeedTest/616038/IntelR-CoreTM-i3-8145U-CPU---210GHz
CPU,,Intel,Core i7-2635QM,594,57.5,330,https://cpu.userbenchmark.com/SpeedTest/12770/IntelR-CoreTM-i7-2635QM-CPU---200GHz
CPU,,AMD,Phenom II X4 B55,595,57.4,3322,https://cpu.userbenchmark.com/SpeedTest/878/AMD-Phenomtm-II-X4-B55-Processor
CPU,BX80646G3440,Intel,Pentium G3440,596,57.3,530,https://cpu.userbenchmark.com/Intel-Pentium-G3440/Rating/2435
CPU,,AMD,Phenom II X6 1045T,597,57.3,5358,https://cpu.userbenchmark.com/SpeedTest/1873/AMD-Phenomtm-II-X6-1045T-Processor
CPU,,Intel,Core i7-4600M,598,57.2,6508,https://cpu.userbenchmark.com/SpeedTest/4429/IntelR-CoreTM-i7-4600M-CPU---290GHz
CPU,,AMD,A10-6790K APU (2013 D.Ri),599,57.1,1893,https://cpu.userbenchmark.com/SpeedTest/13499/AMD-A10-6790K-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core i3-4130T,600,57,5022,https://cpu.userbenchmark.com/SpeedTest/13080/IntelR-CoreTM-i3-4130T-CPU---290GHz
CPU,,Intel,Core i5-4300M,601,57,13366,https://cpu.userbenchmark.com/SpeedTest/5215/IntelR-CoreTM-i5-4300M-CPU---260GHz
CPU,,Intel,Core i5-3470T,602,56.9,3431,https://cpu.userbenchmark.com/SpeedTest/2220/IntelR-CoreTM-i5-3470T-CPU---290GHz
CPU,,Intel,Core i5-5287U,603,56.9,417,https://cpu.userbenchmark.com/SpeedTest/25610/IntelR-CoreTM-i5-5287U-CPU---290GHz
CPU,,Intel,Core i5-7300U,604,56.9,23657,https://cpu.userbenchmark.com/SpeedTest/223355/IntelR-CoreTM-i5-7300U-CPU---260GHz
CPU,BX80646G3430,Intel,Pentium G3430,605,56.7,246,https://cpu.userbenchmark.com/Intel-Pentium-G3430/Rating/1969
CPU,AD680KWOHLBOX,AMD,A10-6800K APU (2013 D.Ri),606,56.7,13248,https://cpu.userbenchmark.com/AMD-A10-6800K-APU-2013-DRi/Rating/2936
CPU,,Intel,Core i5-3380M,607,56.7,2799,https://cpu.userbenchmark.com/SpeedTest/5308/IntelR-CoreTM-i5-3380M-CPU---290GHz
CPU,,Intel,Core i5-4258U,608,56.7,1228,https://cpu.userbenchmark.com/SpeedTest/5904/IntelR-CoreTM-i5-4258U-CPU---240GHz
CPU,BX80715G6900,Intel,Celeron G6900,609,56.5,23,https://cpu.userbenchmark.com/SpeedTest/1771393/IntelR-CeleronR-G6900
CPU,,Intel,Core i7-3520M,610,56.5,19292,https://cpu.userbenchmark.com/SpeedTest/50/IntelR-CoreTM-i7-3520M-CPU---290GHz
CPU,,Intel,Core2 Extreme X9650,611,56.5,2691,https://cpu.userbenchmark.com/SpeedTest/2662/IntelR-CoreTM2-Extreme-CPU-X9650----300GHz
CPU,,AMD,Phenom II X4 840T,612,56.5,1078,https://cpu.userbenchmark.com/SpeedTest/8545/AMD-Phenomtm-II-X4-840T-Processor
CPU,,Intel,Xeon E5-2609 0,613,56.4,684,https://cpu.userbenchmark.com/SpeedTest/2762/IntelR-XeonR-CPU-E5-2609-0---240GHz
CPU,,AMD,Phenom II X6 1035T,614,56.4,2297,https://cpu.userbenchmark.com/SpeedTest/1603/AMD-Phenomtm-II-X6-1035T-Processor
CPU,,AMD,FX-4100,615,56.3,29229,https://cpu.userbenchmark.com/AMD-FX-4100/Rating/2878
CPU,,AMD,Athlon II X4 760K (2013 D.Ri),616,56.3,6297,https://cpu.userbenchmark.com/SpeedTest/9072/AMD-Athlontm-X4-760K-Quad-Core-Processor
CPU,BX80701G5900,Intel,Celeron G5900,617,56.2,289,https://cpu.userbenchmark.com/SpeedTest/1187562/IntelR-CeleronR-G5900-CPU---340GHz
CPU,,Intel,Pentium G3450,618,56.2,1218,https://cpu.userbenchmark.com/SpeedTest/24201/IntelR-PentiumR-CPU-G3450---340GHz
CPU,,Intel,Core i7-6567U,619,56.1,430,https://cpu.userbenchmark.com/SpeedTest/150864/IntelR-CoreTM-i7-6567U-CPU---330GHz
CPU,BX80662G4500,Intel,Pentium G4500,620,56.1,3090,https://cpu.userbenchmark.com/Intel-Pentium-G4500/Rating/3538
CPU,,Intel,Core i5-4210M,621,56,16016,https://cpu.userbenchmark.com/SpeedTest/12839/IntelR-CoreTM-i5-4210M-CPU---260GHz
CPU,,AMD,A8-6600K APU,622,55.9,20694,https://cpu.userbenchmark.com/SpeedTest/3344/AMD-A8-6600K-APU-with-Radeontm-HD-Graphics
CPU,,AMD,Phenom II X4 830,623,55.9,1421,https://cpu.userbenchmark.com/SpeedTest/2164/AMD-Phenomtm-II-X4-830-Processor
CPU,,Intel,Core i7 X 920,624,55.8,970,https://cpu.userbenchmark.com/SpeedTest/4179/IntelR-CoreTM-i7-CPU-------X-920----200GHz
CPU,,Intel,Core i7-2620M,625,55.8,12845,https://cpu.userbenchmark.com/SpeedTest/643/IntelR-CoreTM-i7-2620M-CPU---270GHz
CPU,,Intel,Core i3-7130U,626,55.8,4664,https://cpu.userbenchmark.com/SpeedTest/376899/IntelR-CoreTM-i3-7130U-CPU---270GHz
CPU,,Intel,Core i7 Q 840,627,55.7,1270,https://cpu.userbenchmark.com/SpeedTest/2642/IntelR-CoreTM-i7-CPU-------Q-840----187GHz
CPU,,AMD,Phenom II X4 945,628,55.7,10894,https://cpu.userbenchmark.com/SpeedTest/101/AMD-Phenomtm-II-X4-945-Processor
CPU,,Intel,Core i7-10510Y,629,55.6,41,https://cpu.userbenchmark.com/SpeedTest/1048467/IntelR-CoreTM-i7-10510Y-CPU---120GHz
CPU,,Intel,Core2 Quad Q9650,630,55.6,17061,https://cpu.userbenchmark.com/SpeedTest/1706/IntelR-CoreTM2-Quad-CPU----Q9650----300GHz
CPU,,Intel,Core i7-5600U,631,55.6,19092,https://cpu.userbenchmark.com/SpeedTest/22612/IntelR-CoreTM-i7-5600U-CPU---260GHz
CPU,,Intel,Core i7-6500U,632,55.6,110491,https://cpu.userbenchmark.com/SpeedTest/36930/IntelR-CoreTM-i7-6500U-CPU---250GHz
CPU,BX80677G3950,Intel,Celeron G3950,633,55.5,218,https://cpu.userbenchmark.com/SpeedTest/242877/IntelR-CeleronR-CPU-G3950---300GHz
CPU,,Intel,Core i3-6167U,634,55.5,23,https://cpu.userbenchmark.com/SpeedTest/175469/IntelR-CoreTM-i3-6167U-CPU---270GHz
CPU,,Intel,Core i3-3220T,635,55.5,2046,https://cpu.userbenchmark.com/SpeedTest/2602/IntelR-CoreTM-i3-3220T-CPU---280GHz
CPU,,Intel,Core i5-4200M,636,55.5,32693,https://cpu.userbenchmark.com/SpeedTest/2341/IntelR-CoreTM-i5-4200M-CPU---250GHz
CPU,,AMD,FX-4130 Quad-Core,637,55.5,8744,https://cpu.userbenchmark.com/SpeedTest/2420/AMD-FXtm-4130-Quad-Core-Processor
CPU,,Intel,Core i5-5257U,638,55.4,3201,https://cpu.userbenchmark.com/SpeedTest/25441/IntelR-CoreTM-i5-5257U-CPU---270GHz
CPU,,Intel,Core i5-6260U,639,55.4,1705,https://cpu.userbenchmark.com/SpeedTest/37385/IntelR-CoreTM-i5-6260U-CPU---180GHz
CPU,,AMD,Phenom II X4 B50,640,55.3,3285,https://cpu.userbenchmark.com/SpeedTest/5205/AMD-Phenomtm-II-X4-B50-Processor
CPU,,Intel,Core i7-2640M,641,55.3,12406,https://cpu.userbenchmark.com/SpeedTest/791/IntelR-CoreTM-i7-2640M-CPU---280GHz
CPU,,Intel,Core i7-4600U,642,55.3,24198,https://cpu.userbenchmark.com/SpeedTest/2752/IntelR-CoreTM-i7-4600U-CPU---210GHz
CPU,,Intel,Core i5-3360M,643,55.2,5542,https://cpu.userbenchmark.com/SpeedTest/701/IntelR-CoreTM-i5-3360M-CPU---280GHz
CPU,,Intel,Core i5-3340M,644,55,11186,https://cpu.userbenchmark.com/SpeedTest/1915/IntelR-CoreTM-i5-3340M-CPU---270GHz
CPU,,Intel,Core i7-6600U,645,55,32927,https://cpu.userbenchmark.com/SpeedTest/36828/IntelR-CoreTM-i7-6600U-CPU---260GHz
CPU,YD200GC6FBBOX,AMD,Athlon 200GE,646,55,11866,https://cpu.userbenchmark.com/SpeedTest/592714/AMD-Athlon-200GE-with-Radeon-Vega-Graphics
CPU,,Intel,Xeon X5460,647,55,10222,https://cpu.userbenchmark.com/SpeedTest/5754/IntelR-XeonR-CPU-----------X5460----316GHz
CPU,,Intel,Core i7-5650U,648,54.9,231,https://cpu.userbenchmark.com/SpeedTest/26818/IntelR-CoreTM-i7-5650U-CPU---220GHz
CPU,,AMD,Phenom II X4 B45,649,54.9,1008,https://cpu.userbenchmark.com/SpeedTest/4111/AMD-Phenomtm-II-X4-B45-Processor
CPU,,Intel,Core i5-10210Y,650,54.9,81,https://cpu.userbenchmark.com/SpeedTest/1005724/IntelR-CoreTM-i5-10210Y-CPU---100GHz
CPU,AW8063801208001,Intel,Core i5-3230M,651,54.9,63200,https://cpu.userbenchmark.com/Intel-Core-i5-3230M/Rating/2772
CPU,,AMD,Phenom II X4 910e,652,54.9,210,https://cpu.userbenchmark.com/SpeedTest/10427/AMD-Phenomtm-II-X4-910e-Processor
CPU,,Intel,Xeon E5507,653,54.9,218,https://cpu.userbenchmark.com/SpeedTest/13794/IntelR-XeonR-CPU-----------E5507----227GHz
CPU,,Intel,Core i7-4500U,654,54.8,37829,https://cpu.userbenchmark.com/Intel-Core-i7-4500U/Rating/2743
CPU,,AMD,A10-5800B APU (2012 D.Tr),655,54.8,1086,https://cpu.userbenchmark.com/SpeedTest/14080/AMD-A10-5800B-APU-with-Radeontm-HD-Graphics
CPU,AD580KWOHJBOX,AMD,A10-5800K APU (2012 D.Tr),656,54.8,19393,https://cpu.userbenchmark.com/AMD-A10-5800K-APU-2012-DTr/Rating/2007
CPU,,Intel,Core i7-4510U,657,54.8,58297,https://cpu.userbenchmark.com/SpeedTest/10660/IntelR-CoreTM-i7-4510U-CPU---200GHz
CPU,,Intel,Xeon E5450,658,54.7,9504,https://cpu.userbenchmark.com/SpeedTest/5890/IntelR-XeonR-CPU-----------E5450----300GHz
CPU,,Intel,Core i3-6157U,659,54.7,454,https://cpu.userbenchmark.com/SpeedTest/187565/IntelR-CoreTM-i3-6157U-CPU---240GHz
CPU,BX80646G3420,Intel,Pentium G3420,660,54.5,4459,https://cpu.userbenchmark.com/Intel-Pentium-G3420/Rating/1968
CPU,,Intel,Core i7-5500U,661,54.5,68598,https://cpu.userbenchmark.com/SpeedTest/22316/IntelR-CoreTM-i7-5500U-CPU---240GHz
CPU,,Intel,Xeon X5472,662,54.5,328,https://cpu.userbenchmark.com/SpeedTest/3914/IntelR-XeonR-CPU-----------X5472----300GHz
CPU,,AMD,Phenom II X4 B40,663,54.5,456,https://cpu.userbenchmark.com/SpeedTest/9803/AMD-Phenomtm-II-X4-B40-Processor
CPU,,Intel,Core i5-2540M,664,54.5,17213,https://cpu.userbenchmark.com/SpeedTest/1616/IntelR-CoreTM-i5-2540M-CPU---260GHz
CPU,,AMD,Phenom II X4 925,665,54.4,4895,https://cpu.userbenchmark.com/SpeedTest/2581/AMD-Phenomtm-II-X4-925-Processor
CPU,BX80701G5920,Intel,Celeron G5920,666,54.3,57,https://cpu.userbenchmark.com/SpeedTest/1197531/IntelR-CeleronR-G5920-CPU---350GHz
CPU,,Intel,Core i7-3537U,667,54.3,16360,https://cpu.userbenchmark.com/SpeedTest/504/IntelR-CoreTM-i7-3537U-CPU---200GHz
CPU,,Intel,Xeon E5472,668,54.3,737,https://cpu.userbenchmark.com/SpeedTest/20269/IntelR-XeonR-CPU-----------E5472----300GHz
CPU,,AMD,Ryzen 3 3300U,669,54.3,2479,https://cpu.userbenchmark.com/SpeedTest/827713/AMD-Ryzen-3-3300U-with-Radeon-Vega-Mobile-Gfx
CPU,BX80646G3258,Intel,Pentium G3258,670,54.2,22632,https://cpu.userbenchmark.com/Intel-Pentium-G3258/Rating/2434
CPU,,Intel,Core2 Quad Q9550,671,54.2,33209,https://cpu.userbenchmark.com/SpeedTest/334/IntelR-CoreTM2-Quad-CPU----Q9550----283GHz
CPU,,Intel,Pentium G3260,672,54.2,8700,https://cpu.userbenchmark.com/SpeedTest/31434/IntelR-PentiumR-CPU-G3260---330GHz
CPU,AW8063801032301,Intel,Core i5-3210M,673,54.1,78258,https://cpu.userbenchmark.com/Intel-Core-i5-3210M/Rating/2719
CPU,AD750KWOHJBOX,AMD,Athlon II X4 750K,674,54.1,5378,https://cpu.userbenchmark.com/AMD-Athlon-II-X4-750K/Rating/1548
CPU,,Intel,Pentium G2130,675,54.1,1783,https://cpu.userbenchmark.com/SpeedTest/9126/IntelR-PentiumR-CPU-G2130---320GHz
CPU,,Intel,Core i5-3320M,676,54,44729,https://cpu.userbenchmark.com/SpeedTest/402/IntelR-CoreTM-i5-3320M-CPU---260GHz
